   4.0100000e+02   4.0000000e-03   1.0000000e-07
  -8.6283560e-01  -5.3894263e+00   2.4935800e+04   0.0000000e+00
  -8.5793180e-01  -5.3554668e+00   2.4935800e+04   0.0000000e+00
  -8.5295240e-01  -5.3209675e+00   2.4935800e+04   0.0000000e+00
  -8.4804850e-01  -5.2874617e+00   2.4935800e+04   0.0000000e+00
  -8.4312310e-01  -5.2544095e+00   2.4935800e+04   0.0000000e+00
  -8.3821930e-01  -5.2207094e+00   2.4938800e+04   0.0000000e+00
  -8.3319670e-01  -5.1870848e+00   2.4941700e+04   0.0000000e+00
  -8.2827100e-01  -5.1543134e+00   2.4941700e+04   0.0000000e+00
  -8.2335640e-01  -5.1213695e+00   2.4941700e+04   0.0000000e+00
  -8.1809620e-01  -5.0858546e+00   2.4941700e+04   0.0000000e+00
  -8.1313830e-01  -5.0527484e+00   2.4941700e+04   0.0000000e+00
  -8.0825610e-01  -5.0198476e+00   2.4941700e+04   0.0000000e+00
  -8.0330910e-01  -4.9865038e+00   2.4941700e+04   0.0000000e+00
  -7.9838370e-01  -4.9542725e+00   2.4941700e+04   0.0000000e+00
  -7.9346900e-01  -4.9210909e+00   2.4941700e+04   0.0000000e+00
  -7.8853280e-01  -4.8879955e+00   2.4941700e+04   0.0000000e+00
  -7.8360740e-01  -4.8548678e+00   2.4941700e+04   0.0000000e+00
  -7.7868200e-01  -4.8222584e+00   2.4941700e+04   0.0000000e+00
  -7.7373490e-01  -4.7895413e+00   2.4941700e+04   0.0000000e+00
  -7.6879870e-01  -4.7567051e+00   2.4941700e+04   0.0000000e+00
  -7.6387330e-01  -4.7242578e+00   2.4944700e+04   0.0000000e+00
  -7.5852660e-01  -4.6876306e+00   2.4944700e+04   0.0000000e+00
  -7.5363360e-01  -4.6549241e+00   2.4944700e+04   0.0000000e+00
  -7.4880540e-01  -4.6226280e+00   2.4947700e+04   0.0000000e+00
  -7.4384760e-01  -4.5903751e+00   2.4947700e+04   0.0000000e+00
  -7.3894370e-01  -4.5580682e+00   2.4947700e+04   0.0000000e+00
  -7.3400750e-01  -4.5250592e+00   2.4947700e+04   0.0000000e+00
  -7.2910370e-01  -4.4925365e+00   2.4947700e+04   0.0000000e+00
  -7.2413510e-01  -4.4590307e+00   2.4947700e+04   0.0000000e+00
  -7.1919890e-01  -4.4261297e+00   2.4947700e+04   0.0000000e+00
  -7.1432740e-01  -4.3928401e+00   2.4947700e+04   0.0000000e+00
  -7.0928320e-01  -4.3598960e+00   2.4950700e+04   0.0000000e+00
  -7.0436860e-01  -4.3268114e+00   2.4950700e+04   0.0000000e+00
  -6.9911910e-01  -4.2919772e+00   2.4953700e+04   0.0000000e+00
  -6.9423690e-01  -4.2592814e+00   2.4956700e+04   0.0000000e+00
  -6.8920350e-01  -4.2259916e+00   2.4956700e+04   0.0000000e+00
  -6.8428880e-01  -4.1935983e+00   2.4956700e+04   0.0000000e+00
  -6.7937420e-01  -4.1605352e+00   2.4959600e+04   0.0000000e+00
  -6.7439480e-01  -4.1270402e+00   2.4959600e+04   0.0000000e+00
  -6.6950180e-01  -4.0945065e+00   2.4959600e+04   0.0000000e+00
  -6.6456550e-01  -4.0615949e+00   2.4959600e+04   0.0000000e+00
  -6.5962930e-01  -4.0296229e+00   2.4959600e+04   0.0000000e+00
  -6.5468230e-01  -3.9972620e+00   2.4959600e+04   0.0000000e+00
  -6.4977850e-01  -3.9647717e+00   2.4959600e+04   0.0000000e+00
  -6.4484220e-01  -3.9320219e+00   2.4962600e+04   0.0000000e+00
  -6.3957120e-01  -3.8968419e+00   2.4962600e+04   0.0000000e+00
  -6.3464580e-01  -3.8633036e+00   2.4962600e+04   0.0000000e+00
  -6.2967710e-01  -3.8305106e+00   2.4965600e+04   0.0000000e+00
  -6.2487050e-01  -3.7983441e+00   2.4965600e+04   0.0000000e+00
  -6.1994490e-01  -3.7654866e+00   2.4965600e+04   0.0000000e+00
  -6.1503030e-01  -3.7329961e+00   2.4965600e+04   0.0000000e+00
  -6.1007250e-01  -3.7005056e+00   2.4965600e+04   0.0000000e+00
  -6.0515780e-01  -3.6677558e+00   2.4965600e+04   0.0000000e+00
  -6.0020000e-01  -3.6348658e+00   2.4968600e+04   0.0000000e+00
  -5.9530700e-01  -3.6024941e+00   2.4971600e+04   0.0000000e+00
  -5.9008990e-01  -3.5678325e+00   2.4971600e+04   0.0000000e+00
  -5.8507810e-01  -3.5343699e+00   2.4971600e+04   0.0000000e+00
  -5.8006630e-01  -3.5016849e+00   2.4971600e+04   0.0000000e+00
  -5.7513000e-01  -3.4687516e+00   2.4971600e+04   0.0000000e+00
  -5.7016140e-01  -3.4357535e+00   2.4971600e+04   0.0000000e+00
  -5.6519280e-01  -3.4032306e+00   2.4971600e+04   0.0000000e+00
  -5.6023490e-01  -3.3701244e+00   2.4974500e+04   0.0000000e+00
  -5.5526630e-01  -3.3372344e+00   2.4974500e+04   0.0000000e+00
  -5.5031930e-01  -3.3043227e+00   2.4974500e+04   0.0000000e+00
  -5.4535070e-01  -3.2716053e+00   2.4974500e+04   0.0000000e+00
  -5.4038200e-01  -3.2382830e+00   2.4974500e+04   0.0000000e+00
  -5.3545660e-01  -3.2060085e+00   2.4974500e+04   0.0000000e+00
  -5.3047720e-01  -3.1724163e+00   2.4977500e+04   0.0000000e+00
  -5.2551940e-01  -3.1389538e+00   2.4977500e+04   0.0000000e+00
  -5.2057230e-01  -3.1061068e+00   2.4977500e+04   0.0000000e+00
  -5.1561460e-01  -3.0735407e+00   2.4977500e+04   0.0000000e+00
  -5.1064600e-01  -3.0404669e+00   2.4980500e+04   0.0000000e+00
  -5.0570980e-01  -3.0075121e+00   2.4980500e+04   0.0000000e+00
  -5.0074110e-01  -2.9740063e+00   2.4983500e+04   0.0000000e+00
  -4.9579410e-01  -2.9409757e+00   2.4983500e+04   0.0000000e+00
  -4.9085790e-01  -2.9078262e+00   2.4983500e+04   0.0000000e+00
  -4.8587840e-01  -2.8747308e+00   2.4983500e+04   0.0000000e+00
  -4.8094220e-01  -2.8417327e+00   2.4983500e+04   0.0000000e+00
  -4.7597360e-01  -2.8087778e+00   2.4983500e+04   0.0000000e+00
  -4.7100500e-01  -2.7750127e+00   2.4983500e+04   0.0000000e+00
  -4.6605790e-01  -2.7418525e+00   2.4986500e+04   0.0000000e+00
  -4.6111090e-01  -2.7087138e+00   2.4986500e+04   0.0000000e+00
  -4.5614230e-01  -2.6751756e+00   2.4989400e+04   0.0000000e+00
  -4.5118450e-01  -2.6423070e+00   2.4989400e+04   0.0000000e+00
  -4.4623740e-01  -2.6087689e+00   2.4989400e+04   0.0000000e+00
  -4.4126880e-01  -2.5747662e+00   2.4992400e+04   0.0000000e+00
  -4.3632180e-01  -2.5412064e+00   2.4992400e+04   0.0000000e+00
  -4.3137480e-01  -2.5075168e+00   2.4992400e+04   0.0000000e+00
  -4.2639530e-01  -2.4743566e+00   2.4992400e+04   0.0000000e+00
  -4.2145910e-01  -2.4400191e+00   2.4992400e+04   0.0000000e+00
  -4.1646890e-01  -2.4063728e+00   2.4998400e+04   0.0000000e+00
  -4.1155400e-01  -2.3719814e+00   2.4998400e+04   0.0000000e+00
  -4.0658540e-01  -2.3385403e+00   2.4998400e+04   0.0000000e+00
  -4.0161680e-01  -2.3044728e+00   2.5001400e+04   0.0000000e+00
  -3.9665900e-01  -2.2705566e+00   2.5001400e+04   0.0000000e+00
  -3.9171190e-01  -2.2351498e+00   2.5004300e+04   0.0000000e+00
  -3.8673250e-01  -2.2013307e+00   2.5004300e+04   0.0000000e+00
  -3.8179630e-01  -2.1677383e+00   2.5004300e+04   0.0000000e+00
  -3.7683850e-01  -2.1335844e+00   2.5004300e+04   0.0000000e+00
  -3.7188060e-01  -2.0987392e+00   2.5004300e+04   0.0000000e+00
  -3.6692280e-01  -2.0646502e+00   2.5004300e+04   0.0000000e+00
  -3.6194340e-01  -2.0302803e+00   2.5004300e+04   0.0000000e+00
  -3.5702880e-01  -1.9964612e+00   2.5007300e+04   0.0000000e+00
  -3.5204930e-01  -1.9617022e+00   2.5007300e+04   0.0000000e+00
  -3.4708070e-01  -1.9264357e+00   2.5007300e+04   0.0000000e+00
  -3.4214450e-01  -1.8920226e+00   2.5007300e+04   0.0000000e+00
  -3.3717580e-01  -1.8567454e+00   2.5010300e+04   0.0000000e+00
  -3.3221800e-01  -1.8217058e+00   2.5010300e+04   0.0000000e+00
  -3.2724940e-01  -1.7869578e+00   2.5013300e+04   0.0000000e+00
  -3.2231320e-01  -1.7517343e+00   2.5016300e+04   0.0000000e+00
  -3.1733370e-01  -1.7165003e+00   2.5016300e+04   0.0000000e+00
  -3.1239750e-01  -1.6804561e+00   2.5016300e+04   0.0000000e+00
  -3.0741810e-01  -1.6452438e+00   2.5016300e+04   0.0000000e+00
  -3.0247110e-01  -1.6096533e+00   2.5016300e+04   0.0000000e+00
  -2.9751320e-01  -1.5736523e+00   2.5016300e+04   0.0000000e+00
  -2.9255540e-01  -1.5370788e+00   2.5016300e+04   0.0000000e+00
  -2.8761920e-01  -1.5009590e+00   2.5019200e+04   0.0000000e+00
  -2.8263970e-01  -1.4635647e+00   2.5019200e+04   0.0000000e+00
  -2.7769270e-01  -1.4265376e+00   2.5019200e+04   0.0000000e+00
  -2.7273490e-01  -1.3890461e+00   2.5019200e+04   0.0000000e+00
  -2.6777710e-01  -1.3515976e+00   2.5022200e+04   0.0000000e+00
  -2.6281920e-01  -1.3135660e+00   2.5025200e+04   0.0000000e+00
  -2.5785060e-01  -1.2755884e+00   2.5025200e+04   0.0000000e+00
  -2.5288200e-01  -1.2362280e+00   2.5025200e+04   0.0000000e+00
  -2.4792420e-01  -1.1977968e+00   2.5025200e+04   0.0000000e+00
  -2.4297710e-01  -1.1580261e+00   2.5028200e+04   0.0000000e+00
  -2.3803010e-01  -1.1163438e+00   2.5028200e+04   0.0000000e+00
  -2.3309390e-01  -1.0752122e+00   2.5028200e+04   0.0000000e+00
  -2.2810360e-01  -1.0323738e+00   2.5028200e+04   0.0000000e+00
  -2.2313500e-01  -9.8950310e-01   2.5028200e+04   0.0000000e+00
  -2.1818800e-01  -9.4699980e-01   2.5028200e+04   0.0000000e+00
  -2.1323020e-01  -9.0183930e-01   2.5028200e+04   0.0000000e+00
  -2.0826150e-01  -8.5726210e-01   2.5031200e+04   0.0000000e+00
  -2.0331450e-01  -8.1240380e-01   2.5031200e+04   0.0000000e+00
  -1.9834570e-01  -7.6714610e-01   2.5031200e+04   0.0000000e+00
  -1.9339870e-01  -7.2226640e-01   2.5031200e+04   0.0000000e+00
  -1.8843000e-01  -6.7723550e-01   2.5034100e+04   0.0000000e+00
  -1.8348300e-01  -6.3240990e-01   2.5034100e+04   0.0000000e+00
  -1.7852520e-01  -5.8701150e-01   2.5034100e+04   0.0000000e+00
  -1.7356730e-01  -5.4382770e-01   2.5034100e+04   0.0000000e+00
  -1.6862030e-01  -5.0218850e-01   2.5034100e+04   0.0000000e+00
  -1.6366250e-01  -4.6064650e-01   2.5034100e+04   0.0000000e+00
  -1.5870470e-01  -4.2089740e-01   2.5034100e+04   0.0000000e+00
  -1.5372520e-01  -3.8205550e-01   2.5037100e+04   0.0000000e+00
  -1.4877820e-01  -3.4435870e-01   2.5040100e+04   0.0000000e+00
  -1.4380960e-01  -3.0729930e-01   2.5040100e+04   0.0000000e+00
  -1.3884100e-01  -2.7115790e-01   2.5043100e+04   0.0000000e+00
  -1.3390470e-01  -2.3558900e-01   2.5043100e+04   0.0000000e+00
  -1.2893610e-01  -2.0021430e-01   2.5043100e+04   0.0000000e+00
  -1.2397830e-01  -1.6646010e-01   2.5043100e+04   0.0000000e+00
  -1.1903130e-01  -1.3472560e-01   2.5046100e+04   0.0000000e+00
  -1.1406260e-01  -1.0402820e-01   2.5046100e+04   0.0000000e+00
  -1.0911560e-01  -7.7078500e-02   2.5049000e+04   0.0000000e+00
  -1.0416860e-01  -5.3996000e-02   2.5049000e+04   0.0000000e+00
  -9.9167500e-02  -3.6033400e-02   2.5049000e+04   0.0000000e+00
  -9.4231100e-02  -2.3925000e-02   2.5049000e+04   0.0000000e+00
  -8.9273300e-02  -1.6396500e-02   2.5052000e+04   0.0000000e+00
  -8.4304700e-02  -1.1525100e-02   2.5052000e+04   0.0000000e+00
  -7.9357600e-02  -8.2090000e-03   2.5052000e+04   0.0000000e+00
  -7.4378200e-02  -5.7895000e-03   2.5052000e+04   0.0000000e+00
  -6.9431200e-02  -3.8993000e-03   2.5055000e+04   0.0000000e+00
  -6.4473400e-02  -2.4195000e-03   2.5055000e+04   0.0000000e+00
  -5.9504700e-02  -1.3070000e-03   2.5055000e+04   0.0000000e+00
  -5.4590100e-02  -3.9970000e-04   2.5055000e+04   0.0000000e+00
  -4.9599900e-02   3.0240000e-04   2.5058000e+04   0.0000000e+00
  -4.4631200e-02   1.0477000e-03   2.5058000e+04   0.0000000e+00
  -3.9673400e-02   1.7606000e-03   2.5058000e+04   0.0000000e+00
  -3.4737200e-02   2.5275000e-03   2.5058000e+04   0.0000000e+00
  -2.9757800e-02   3.4132000e-03   2.5058000e+04   0.0000000e+00
  -2.4799900e-02   4.5906000e-03   2.5061000e+04   0.0000000e+00
  -1.9852900e-02   6.0272000e-03   2.5061000e+04   0.0000000e+00
  -1.4873500e-02   8.1442000e-03   2.5061000e+04   0.0000000e+00
  -9.9373000e-03   1.1352200e-02   2.5063900e+04   0.0000000e+00
  -4.9794000e-03   1.5975200e-02   2.5063900e+04   0.0000000e+00
   0.0000000e+00   2.1127500e-02   2.5063900e+04   0.0000000e+00
   4.9362000e-03   3.3527400e-02   2.5063900e+04   0.0000000e+00
   9.9157000e-03   4.9988700e-02   2.5066900e+04   0.0000000e+00
   1.4873500e-02   7.2693200e-02   2.5069900e+04   0.0000000e+00
   1.9820500e-02   9.9567000e-02   2.5069900e+04   0.0000000e+00
   2.4789100e-02   1.2963800e-01   2.5072900e+04   0.0000000e+00
   2.9736200e-02   1.6211770e-01   2.5072900e+04   0.0000000e+00
   3.4694000e-02   1.9508350e-01   2.5072900e+04   0.0000000e+00
   3.9662600e-02   2.2997210e-01   2.5072900e+04   0.0000000e+00
   4.4598800e-02   2.6595140e-01   2.5072900e+04   0.0000000e+00
   4.9589100e-02   3.0291370e-01   2.5075900e+04   0.0000000e+00
   5.4525300e-02   3.4002720e-01   2.5075900e+04   0.0000000e+00
   5.9483100e-02   3.7810200e-01   2.5075900e+04   0.0000000e+00
   6.4462600e-02   4.1762420e-01   2.5075900e+04   0.0000000e+00
   6.9398800e-02   4.5829160e-01   2.5078800e+04   0.0000000e+00
   7.4356600e-02   5.0083810e-01   2.5081800e+04   0.0000000e+00
   7.9336000e-02   5.4336320e-01   2.5081800e+04   0.0000000e+00
   8.4272300e-02   5.8642830e-01   2.5081800e+04   0.0000000e+00
   8.9251700e-02   6.3138370e-01   2.5084800e+04   0.0000000e+00
   9.4198700e-02   6.7663070e-01   2.5084800e+04   0.0000000e+00
   9.9156500e-02   7.2267690e-01   2.5084800e+04   0.0000000e+00
   1.0414680e-01   7.6961960e-01   2.5084800e+04   0.0000000e+00
   1.0908300e-01   8.1535260e-01   2.5084800e+04   0.0000000e+00
   1.1404080e-01   8.6146380e-01   2.5084800e+04   0.0000000e+00
   1.1899860e-01   9.0689440e-01   2.5087800e+04   0.0000000e+00
   1.2394570e-01   9.5097490e-01   2.5087800e+04   0.0000000e+00
   1.2892510e-01   9.9570330e-01   2.5087800e+04   0.0000000e+00
   1.3386130e-01   1.0395785e+00   2.5087800e+04   0.0000000e+00
   1.3881920e-01   1.0820928e+00   2.5087800e+04   0.0000000e+00
   1.4377700e-01   1.1256980e+00   2.5090800e+04   0.0000000e+00
   1.4874560e-01   1.1678666e+00   2.5090800e+04   0.0000000e+00
   1.5371420e-01   1.2088578e+00   2.5090800e+04   0.0000000e+00
   1.5865050e-01   1.2494061e+00   2.5090800e+04   0.0000000e+00
   1.6362990e-01   1.2898682e+00   2.5093700e+04   0.0000000e+00
   1.6856610e-01   1.3295308e+00   2.5093700e+04   0.0000000e+00
   1.7355630e-01   1.3694314e+00   2.5096700e+04   0.0000000e+00
   1.7850340e-01   1.4083379e+00   2.5096700e+04   0.0000000e+00
   1.8347200e-01   1.4469420e+00   2.5096700e+04   0.0000000e+00
   1.8842980e-01   1.4849736e+00   2.5096700e+04   0.0000000e+00
   1.9337690e-01   1.5241717e+00   2.5096700e+04   0.0000000e+00
   1.9831310e-01   1.5617173e+00   2.5099700e+04   0.0000000e+00
   2.0331410e-01   1.5996196e+00   2.5099700e+04   0.0000000e+00
   2.0822870e-01   1.6366575e+00   2.5099700e+04   0.0000000e+00
   2.1320840e-01   1.6737494e+00   2.5102700e+04   0.0000000e+00
   2.1816620e-01   1.7108198e+00   2.5102700e+04   0.0000000e+00
   2.2311320e-01   1.7474040e+00   2.5102700e+04   0.0000000e+00
   2.2809260e-01   1.7841504e+00   2.5102700e+04   0.0000000e+00
   2.3306130e-01   1.8193629e+00   2.5105700e+04   0.0000000e+00
   2.3800830e-01   1.8555151e+00   2.5105700e+04   0.0000000e+00
   2.4296610e-01   1.8918401e+00   2.5108600e+04   0.0000000e+00
   2.4792400e-01   1.9275063e+00   2.5111600e+04   0.0000000e+00
   2.5288180e-01   1.9635288e+00   2.5111600e+04   0.0000000e+00
   2.5785040e-01   1.9991844e+00   2.5114600e+04   0.0000000e+00
   2.6277580e-01   2.0346993e+00   2.5114600e+04   0.0000000e+00
   2.6773370e-01   2.0704086e+00   2.5114600e+04   0.0000000e+00
   2.7272390e-01   2.1059128e+00   2.5114600e+04   0.0000000e+00
   2.7767090e-01   2.1409524e+00   2.5114600e+04   0.0000000e+00
   2.8262870e-01   2.1764133e+00   2.5114600e+04   0.0000000e+00
   2.8758660e-01   2.2126847e+00   2.5114600e+04   0.0000000e+00
   2.9253360e-01   2.2476919e+00   2.5114600e+04   0.0000000e+00
   2.9750220e-01   2.2832068e+00   2.5114600e+04   0.0000000e+00
   3.0247090e-01   2.3184518e+00   2.5114600e+04   0.0000000e+00
   3.0740710e-01   2.3534158e+00   2.5114600e+04   0.0000000e+00
   3.1237570e-01   2.3883258e+00   2.5114600e+04   0.0000000e+00
   3.1731190e-01   2.4240568e+00   2.5114600e+04   0.0000000e+00
   3.2228060e-01   2.4589129e+00   2.5114600e+04   0.0000000e+00
   3.2723840e-01   2.4939633e+00   2.5114600e+04   0.0000000e+00
   3.3220700e-01   2.5283551e+00   2.5114600e+04   0.0000000e+00
   3.3716480e-01   2.5637188e+00   2.5117600e+04   0.0000000e+00
   3.4211190e-01   2.5984020e+00   2.5117600e+04   0.0000000e+00
   3.4706970e-01   2.6335713e+00   2.5117600e+04   0.0000000e+00
   3.5203830e-01   2.6673148e+00   2.5117600e+04   0.0000000e+00
   3.5698530e-01   2.7020628e+00   2.5117600e+04   0.0000000e+00
   3.6192160e-01   2.7361414e+00   2.5120600e+04   0.0000000e+00
   3.6691180e-01   2.7717103e+00   2.5123500e+04   0.0000000e+00
   3.7184800e-01   2.8062207e+00   2.5123500e+04   0.0000000e+00
   3.7680590e-01   2.8402883e+00   2.5123500e+04   0.0000000e+00
   3.8176370e-01   2.8741938e+00   2.5123500e+04   0.0000000e+00
   3.8671070e-01   2.9081533e+00   2.5123500e+04   0.0000000e+00
   3.9166850e-01   2.9423831e+00   2.5123500e+04   0.0000000e+00
   3.9663720e-01   2.9762994e+00   2.5123500e+04   0.0000000e+00
   4.0158420e-01   3.0109070e+00   2.5126500e+04   0.0000000e+00
   4.0655280e-01   3.0447154e+00   2.5126500e+04   0.0000000e+00
   4.1151060e-01   3.0794526e+00   2.5126500e+04   0.0000000e+00
   4.1643610e-01   3.1135093e+00   2.5126500e+04   0.0000000e+00
   4.2140490e-01   3.1490027e+00   2.5129500e+04   0.0000000e+00
   4.2635190e-01   3.1824762e+00   2.5129500e+04   0.0000000e+00
   4.3129890e-01   3.2170621e+00   2.5129500e+04   0.0000000e+00
   4.3627840e-01   3.2509355e+00   2.5129500e+04   0.0000000e+00
   4.4122540e-01   3.2848302e+00   2.5132500e+04   0.0000000e+00
   4.4617240e-01   3.3189841e+00   2.5132500e+04   0.0000000e+00
   4.5114110e-01   3.3529760e+00   2.5132500e+04   0.0000000e+00
   4.5607730e-01   3.3864281e+00   2.5132500e+04   0.0000000e+00
   4.6104590e-01   3.4208520e+00   2.5132500e+04   0.0000000e+00
   4.6602530e-01   3.4547359e+00   2.5132500e+04   0.0000000e+00
   4.7096160e-01   3.4886523e+00   2.5135500e+04   0.0000000e+00
   4.7591940e-01   3.5227738e+00   2.5135500e+04   0.0000000e+00
   4.8087720e-01   3.5570573e+00   2.5138400e+04   0.0000000e+00
   4.8581340e-01   3.5906500e+00   2.5135500e+04   0.0000000e+00
   4.9076050e-01   3.6246959e+00   2.5135500e+04   0.0000000e+00
   4.9570750e-01   3.6586338e+00   2.5138400e+04   0.0000000e+00
   5.0067610e-01   3.6924962e+00   2.5138400e+04   0.0000000e+00
   5.0563390e-01   3.7263260e+00   2.5138400e+04   0.0000000e+00
   5.1057020e-01   3.7606420e+00   2.5141400e+04   0.0000000e+00
   5.1553880e-01   3.7947313e+00   2.5141400e+04   0.0000000e+00
   5.2049660e-01   3.8284423e+00   2.5141400e+04   0.0000000e+00
   5.2544370e-01   3.8613001e+00   2.5144400e+04   0.0000000e+00
   5.3040160e-01   3.8955839e+00   2.5144400e+04   0.0000000e+00
   5.3535940e-01   3.9294786e+00   2.5144400e+04   0.0000000e+00
   5.4029560e-01   3.9630061e+00   2.5144400e+04   0.0000000e+00
   5.4525350e-01   3.9963717e+00   2.5144400e+04   0.0000000e+00
   5.5020050e-01   4.0308172e+00   2.5144400e+04   0.0000000e+00
   5.5513670e-01   4.0651548e+00   2.5144400e+04   0.0000000e+00
   5.6010530e-01   4.0986176e+00   2.5144400e+04   0.0000000e+00
   5.6505240e-01   4.1316482e+00   2.5144400e+04   0.0000000e+00
   5.7001020e-01   4.1652512e+00   2.5144400e+04   0.0000000e+00
   5.7496800e-01   4.1987574e+00   2.5144400e+04   0.0000000e+00
   5.7990420e-01   4.2325333e+00   2.5144400e+04   0.0000000e+00
   5.8487290e-01   4.2656934e+00   2.5144400e+04   0.0000000e+00
   5.8983070e-01   4.2986052e+00   2.5144400e+04   0.0000000e+00
   5.9475610e-01   4.3304478e+00   2.5147400e+04   0.0000000e+00
   5.9972470e-01   4.3643317e+00   2.5147400e+04   0.0000000e+00
   6.0469340e-01   4.3970491e+00   2.5147400e+04   0.0000000e+00
   6.0959720e-01   4.4307171e+00   2.5150400e+04   0.0000000e+00
   6.1457660e-01   4.4642662e+00   2.5150400e+04   0.0000000e+00
   6.1950200e-01   4.4973615e+00   2.5153300e+04   0.0000000e+00
   6.2447070e-01   4.5309216e+00   2.5153300e+04   0.0000000e+00
   6.2942870e-01   4.5641682e+00   2.5153300e+04   0.0000000e+00
   6.3435410e-01   4.5980845e+00   2.5156300e+04   0.0000000e+00
   6.3960360e-01   4.6333405e+00   2.5156300e+04   0.0000000e+00
   6.4476660e-01   4.6679157e+00   2.5156300e+04   0.0000000e+00
   6.4968130e-01   4.7014323e+00   2.5156300e+04   0.0000000e+00
   6.5460670e-01   4.7342255e+00   2.5156300e+04   0.0000000e+00
   6.5951050e-01   4.7677313e+00   2.5156300e+04   0.0000000e+00
   6.6441430e-01   4.8011724e+00   2.5156300e+04   0.0000000e+00
   6.6937210e-01   4.8337279e+00   2.5156300e+04   0.0000000e+00
   6.7427600e-01   4.8662400e+00   2.5156300e+04   0.0000000e+00
   6.7914740e-01   4.8991301e+00   2.5156300e+04   0.0000000e+00
   6.8407280e-01   4.9322581e+00   2.5156300e+04   0.0000000e+00
   6.8905220e-01   4.9655047e+00   2.5159300e+04   0.0000000e+00
   6.9395610e-01   4.9980817e+00   2.5159300e+04   0.0000000e+00
   6.9885990e-01   5.0317495e+00   2.5159300e+04   0.0000000e+00
   7.0408770e-01   5.0667569e+00   2.5162300e+04   0.0000000e+00
   7.0900240e-01   5.0994527e+00   2.5162300e+04   0.0000000e+00
   7.1391700e-01   5.1326669e+00   2.5165300e+04   0.0000000e+00
   7.1888560e-01   5.1653412e+00   2.5165300e+04   0.0000000e+00
   7.2378940e-01   5.1982422e+00   2.5168200e+04   0.0000000e+00
   7.2872570e-01   5.2310999e+00   2.5168200e+04   0.0000000e+00
   7.3360790e-01   5.2641415e+00   2.5168200e+04   0.0000000e+00
   7.3854410e-01   5.2967184e+00   2.5168200e+04   0.0000000e+00
   7.4346950e-01   5.3298354e+00   2.5168200e+04   0.0000000e+00
   7.4840570e-01   5.3620886e+00   2.5168200e+04   0.0000000e+00
   7.5335280e-01   5.3952812e+00   2.5168200e+04   0.0000000e+00
   7.5831060e-01   5.4284414e+00   2.5168200e+04   0.0000000e+00
   7.6361410e-01   5.4631790e+00   2.5168200e+04   0.0000000e+00
   7.6851790e-01   5.4957667e+00   2.5168200e+04   0.0000000e+00
   7.7347570e-01   5.5281492e+00   2.5168200e+04   0.0000000e+00
   7.7836870e-01   5.5606399e+00   2.5168200e+04   0.0000000e+00
   7.8331580e-01   5.5933680e+00   2.5168200e+04   0.0000000e+00
   7.8828440e-01   5.6252753e+00   2.5168200e+04   0.0000000e+00
   7.9324220e-01   5.6581114e+00   2.5171200e+04   0.0000000e+00
   7.9816760e-01   5.6905806e+00   2.5171200e+04   0.0000000e+00
   8.0306070e-01   5.7228119e+00   2.5171200e+04   0.0000000e+00
   8.0800770e-01   5.7554428e+00   2.5171200e+04   0.0000000e+00
   8.1296550e-01   5.7882036e+00   2.5171200e+04   0.0000000e+00
   8.1783690e-01   5.8207589e+00   2.5171200e+04   0.0000000e+00
