   4.0100000e+02   4.0000000e-03   1.0000000e-07
   8.2297840e-01   2.3208929e+00   2.8518000e+04   0.0000000e+00
   8.2793620e-01   2.3348699e+00   2.8518000e+04   0.0000000e+00
   8.3281840e-01   2.3485876e+00   2.8521000e+04   0.0000000e+00
   8.3774380e-01   2.3623161e+00   2.8521000e+04   0.0000000e+00
   8.4270190e-01   2.3764011e+00   2.8521000e+04   0.0000000e+00
   8.4763810e-01   2.3903025e+00   2.8521000e+04   0.0000000e+00
   8.5254190e-01   2.4040526e+00   2.8521000e+04   0.0000000e+00
   8.5745650e-01   2.4180729e+00   2.8524000e+04   0.0000000e+00
   8.6241440e-01   2.4319851e+00   2.8524000e+04   0.0000000e+00
   8.6730740e-01   2.4455408e+00   2.8521000e+04   0.0000000e+00
   8.7225440e-01   2.4595069e+00   2.8521000e+04   0.0000000e+00
   8.7759030e-01   2.4743912e+00   2.8521000e+04   0.0000000e+00
   8.8244010e-01   2.4881954e+00   2.8518000e+04   0.0000000e+00
   8.8738710e-01   2.5021507e+00   2.8518000e+04   0.0000000e+00
   8.9229090e-01   2.5160629e+00   2.8518000e+04   0.0000000e+00
   8.9719480e-01   2.5296297e+00   2.8515000e+04   0.0000000e+00
   9.0215260e-01   2.5435095e+00   2.8515000e+04   0.0000000e+00
   9.0709960e-01   2.5573352e+00   2.8515000e+04   0.0000000e+00
   9.1200340e-01   2.5711934e+00   2.8515000e+04   0.0000000e+00
   9.1697210e-01   2.5852567e+00   2.8515000e+04   0.0000000e+00
   9.2187590e-01   2.5990825e+00   2.8515000e+04   0.0000000e+00
   9.2686610e-01   2.6131567e+00   2.8518000e+04   0.0000000e+00
   9.3179150e-01   2.6268529e+00   2.8518000e+04   0.0000000e+00
   9.3705180e-01   2.6412079e+00   2.8518000e+04   0.0000000e+00
   9.4198800e-01   2.6550337e+00   2.8518000e+04   0.0000000e+00
   9.4689190e-01   2.6687838e+00   2.8518000e+04   0.0000000e+00
   9.5182820e-01   2.6826852e+00   2.8518000e+04   0.0000000e+00
   9.5675360e-01   2.6967485e+00   2.8515000e+04   0.0000000e+00
   9.6163580e-01   2.7110711e+00   2.8515000e+04   0.0000000e+00
   9.6662600e-01   2.7251993e+00   2.8515000e+04   0.0000000e+00
   9.7160550e-01   2.7396087e+00   2.8515000e+04   0.0000000e+00
   9.7645530e-01   2.7529267e+00   2.8512100e+04   0.0000000e+00
   9.8144550e-01   2.7670333e+00   2.8512100e+04   0.0000000e+00
   9.8636010e-01   2.7807835e+00   2.8512100e+04   0.0000000e+00
   9.9130720e-01   2.7949116e+00   2.8512100e+04   0.0000000e+00
